,name,symbol,market_cap,price,volume,type,weighted
0,NVIDIA Corporation,NVDA,4402.980,180.45,150295195.0,CS,20.5
1,Microsoft Corporation,MSFT,3866.512,520.17,22434808.0,CS,18.0
2,Apple Inc.,AAPL,3436.888,231.59,54864147.0,CS,16.0
3,Alphabet Inc.,GOOGL,2471.839,203.9,34785039.0,CS,11.5
4,Alphabet Inc.,GOOG,2470.989,204.91,20101285.0,CS,11.5
5,"Amazon.com, Inc.",AMZN,2463.912,231.03,39378104.0,CS,11.5
6,Bitcoin,BTC,2344.055,117750.83468020389,68781222046.40381,CC,11.0
