# snapshot_date=2025-08-24
,name,symbol,market_cap,price,volume,type,list_date,weighted
0,NVIDIA Corporation,NVDA,4342.956,177.99,171147190.0,CS,1999-01-22 00:00:00+00:00,20.5
1,Microsoft Corporation,MSFT,3770.327,507.23,24287463.0,CS,1986-03-13 00:00:00+00:00,17.8
2,Apple Inc.,AAPL,3380.049,227.76,42162846.0,CS,1980-12-12 00:00:00+00:00,15.9
3,Alphabet Inc.,GOOG,2495.875,206.72,25616791.0,CS,2004-08-19 00:00:00+00:00,11.8
4,Alphabet Inc.,GOOGL,2495.874,206.09,42737359.0,CS,2004-08-19 00:00:00+00:00,11.7
5,"Amazon.com, Inc.",AMZN,2440.556,228.84,27884257.0,CS,1997-05-15 00:00:00+00:00,11.5
6,Bitcoin,BTC,2296.816,115356.43771587293,54215853514.154305,CC,2010-07-13 00:00:00+00:00,10.8
